Question,Answer
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹64.74 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹485.27 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹194.44 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹891.01 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹267.51 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹151.43 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹297.76 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹663.35 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹927.75 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹283.6 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹919.65 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹302.29 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹309.53 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Surface' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Surface', and reduce repair cost of ₹478.6 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹419.58 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹685.3 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Visual Inspection' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹390.64 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Internal', and reduce repair cost of ₹837.9 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹67.82 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹21.12 by applying standardization and process control."
